sku_id,expected_label,ai_label_rationale,ai_review_confidence,ai_review_note
SP-B2BF00C26E,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-9E192AAE8B,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-16070A4590,HOLD,"AI review: only 9 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-5142DAE261,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-FB406DA2F5,HOLD,"AI review: only 9 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-A0C279D81B,HOLD,"AI review: only 13 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-3B47C73D99,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-C48AE249D6,HOLD,"AI review: only 10 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-B2EA9F6428,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-5F9B088137,HOLD,"AI review: only 10 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-3346E77C8D,HOLD,"AI review: only 10 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-112F8642D1,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-7B8C3CDB88,HOLD,"AI review: only 9 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-4BFC3223D5,HOLD,"AI review: only 10 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-EED5158BD6,HOLD,"AI review: only 13 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-A09457D613,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-74302C346B,HOLD,"AI review: only 9 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-23392C79BE,HOLD,"AI review: only 9 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-DC2D1E2F28,HOLD,"AI review: only 10 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-7DAC8BE0F9,HOLD,"AI review: only 10 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-A4B321429E,HOLD,"AI review: only 13 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-DCBF4E8148,HOLD,"AI review: only 13 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-672C269E79,HOLD,"AI review: only 10 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-5B19015206,HOLD,"AI review: only 10 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-F32E6859B7,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-DB0AA24C01,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-754C50418D,HOLD,"AI review: only 9 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-882C75963E,HOLD,"AI review: only 9 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-B677F147CF,HOLD,"AI review: only 13 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-A766A3D4CB,HOLD,"AI review: only 9 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-EF3A3CE8FD,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-75279CED6C,HOLD,"AI review: only 9 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-20E0FF4DDC,HOLD,"AI review: only 9 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-76A23C6634,HOLD,"AI review: only 10 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-7286ED76D8,HOLD,"AI review: only 9 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-B49F9A44F0,HOLD,"AI review: only 9 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-8F8A2E507A,HOLD,"AI review: only 11 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-8DEF4856DC,HOLD,"AI review: only 10 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-5D4B96E09C,HOLD,"AI review: only 9 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-B461EE0286,HOLD,"AI review: only 13 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-64DAAC38A4,HOLD,"AI review: only 9 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-749D462018,HOLD,"AI review: only 6 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-B508115FF9,HOLD,"AI review: only 7 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-CA2B45C970,HOLD,"AI review: only 6 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-238EEC1D13,HOLD,"AI review: only 7 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-966ED5B129,HOLD,"AI review: only 7 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-09E55BAC3E,HOLD,"AI review: only 8 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-79E8A2816E,HOLD,"AI review: only 8 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-3350E7D69E,HOLD,"AI review: only 8 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-404E26F96A,HOLD,"AI review: only 10 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-7BE0A2526A,HOLD,"AI review: only 10 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-4129A11BDA,HOLD,"AI review: only 10 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-AF96283080,HOLD,"AI review: only 10 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-435247DC0F,HOLD,"AI review: only 8 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-A2F2F1E782,HOLD,"AI review: only 10 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-5ECECDA788,HOLD,"AI review: only 8 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-BCCE453E4E,HOLD,"AI review: only 8 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-46BE11CF40,HOLD,"AI review: only 6 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-8DA54A884E,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-236F78ABB2,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-511FC63A1A,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-275CC88728,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-DB6E685B51,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-CC132CEF52,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-42DCF92EB8,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-DE8799B8CD,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-DB14195D44,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-DA8CC184C9,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-56FCC8F98B,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-709D55A450,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-351A270268,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-0246864EFD,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-DA4EFC860B,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-154D0C8A2D,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-33F5CF243E,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-FF9B4B4F9C,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-7F6612273E,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-625A952A40,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-753874965B,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-80442AC9A2,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-154D3E9BB1,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-E7F43FB6BA,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-E0B825C9D5,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-AA14E90547,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
